fileName|text_x|normalizedTest_x
chunk_0649| something that you've read about. It will happen naturally in its own way in your own time. The trick is to stick to| something that you've read about. It will happen naturally in its own way in your own time. The trick is to stick to
chunk_0650| to the regular practice every day and keep deepening the feelings of relaxation and expansion. By means of meditation,| to the regular practice every day and keep deepening the feelings of relaxation and expansion. By means of meditation,
chunk_0651| can teach our minds to be calm and balanced. Within this calmness is a richness and a potential| can teach our minds to be calm and balanced. Within this calmness is a richness and a potential
chunk_0652| and inner knowledge which could render our lives boundlessly satisfying and meaningful. While the| and inner knowledge which could render our lives boundlessly satisfying and meaningful. While the
chunk_0653| mind may be what traps us in unhealthy patterns of stress and imbalance, it is also the mind| mind may be what traps us in unhealthy patterns of stress and imbalance, it is also the mind
chunk_0654| which can free us. Through meditation, we can tap the healing qualities of the mind. Tarthang Tolku| which can free us. Through meditation, we can tap the healing qualities of the mind. Tarthang Tolku
chunk_0655| Letting go. If we can learn to cultivate a meditative, mindful awareness of our own desires, passions, and attachments,| Letting go. If we can learn to cultivate a meditative, mindful awareness of our own desires, passions, and attachments,
chunk_0656| we gain the ability to let go. By simply allowing feelings within as to be as they are,| we gain the ability to let go. By simply allowing feelings within as to be as they are,
chunk_0657| without constantly fighting, resisting, or worrying, we can start to build a steady, solid, inward peace.| without constantly fighting, resisting, or worrying, we can start to build a steady, solid, inward peace.
chunk_0658| We start to gain our own insights into the nature of these feelings, into the origin of suffering and| We start to gain our own insights into the nature of these feelings, into the origin of suffering and
chunk_0659| desire and we can start to lay them aside. How do we learn to let go? By simply leaving| desire and we can start to lay them aside. How do we learn to let go? By simply leaving
chunk_0660| things as they are without constantly trying to control them, annihilate them, or fight them off. By letting go of our inner judgments, complaints, and| things as they are without constantly trying to control them, annihilate them, or fight them off. By letting go of our inner judgments, complaints, and
chunk_0661| we add peace to our lives. A story from the Zen Buddhist tradition illustrates this perfectly.| we add peace to our lives. A story from the Zen Buddhist tradition illustrates this perfectly.
chunk_0662| In a forest monastery, a full day's journey from the nearest village, lived a Buddhist master| In a forest monastery, a full day's journey from the nearest village, lived a Buddhist master
chunk_0663| and his students. The seasons were changing, and the master told some of his students to prepare for a trip to the village to| and his students. The seasons were changing, and the master told some of his students to prepare for a trip to the village to
chunk_0664| trade for some supplies they needed. Everything was prepared and they set off. Coming to the banks of a river, they noticed a woman who was unable to cross| trade for some supplies they needed. Everything was prepared and they set off. Coming to the banks of a river, they noticed a woman who was unable to cross
chunk_0665| the rapidly flowing waters on her own. Now, this created a difficult situation for the students. One of the rules,| the rapidly flowing waters on her own. Now, this created a difficult situation for the students. One of the rules,
chunk_0666| or precepts of joining the monastery was to have no physical contact with a woman,| or precepts of joining the monastery was to have no physical contact with a woman,
chunk_0667| The rule was to safeguard the spiritual development of the impressionable young monks.| The rule was to safeguard the spiritual development of the impressionable young monks.
chunk_0668| However, another important part of their teaching, like any branch of Buddhism, is the idea of extending kindness| However, another important part of their teaching, like any branch of Buddhism, is the idea of extending kindness
chunk_0669| kindness to all people and creatures, and being helpful whenever possible. The woman| kindness to all people and creatures, and being helpful whenever possible. The woman
chunk_0670| clearly needed their help to cross, but none of the students felt comfortable helping her.| clearly needed their help to cross, but none of the students felt comfortable helping her.
chunk_0671| They offered to carry her baggage across, but that is as far as they would go. Making a chain...| They offered to carry her baggage across, but that is as far as they would go. Making a chain...
chunk_0672| They began to cross the dangerous waters. They saw their master do something very unexpected.| They began to cross the dangerous waters. They saw their master do something very unexpected.
chunk_0673| He picked up the woman and crossed the river with her on his shoulders. Reaching the opposite bank,| He picked up the woman and crossed the river with her on his shoulders. Reaching the opposite bank,
chunk_0674| her down again, graciously accepting her thanks, and the monks continued on their journey. The men| her down again, graciously accepting her thanks, and the monks continued on their journey. The men
chunk_0675| The professor noticed one student in particular who seemed upset, but said nothing as| The professor noticed one student in particular who seemed upset, but said nothing as
chunk_0676| as they walked on mile after mile. Finally, they all reached the village and found a shed where they could| as they walked on mile after mile. Finally, they all reached the village and found a shed where they could
chunk_0677| spend the night. The master approached the young student, asked him what was making him so unhappy.| spend the night. The master approached the young student, asked him what was making him so unhappy.
chunk_0678| The young monk gradually replied, Master, I have kept silent out of respect for you.| The young monk gradually replied, Master, I have kept silent out of respect for you.
chunk_0679| but my heart is heavy because of what you did at the river. We are not permitted to touch any woman, yet you carried this woman on your back.| but my heart is heavy because of what you did at the river. We are not permitted to touch any woman, yet you carried this woman on your back.
chunk_0680| shoulders. The master looked at his young student and laughed. What a heavy load you have been carrying all these| shoulders. The master looked at his young student and laughed. What a heavy load you have been carrying all these
chunk_0681|" these miles,"" he said. I set the woman down on the riverbank, but you have been"|" these miles,"" he said. I set the woman down on the riverbank, but you have been"
chunk_0682| her all this time. In other words, it is more important to maintain inner| her all this time. In other words, it is more important to maintain inner
chunk_0683| peace by letting go of negative judgments than to carefully observe each and every rule and instruction.| peace by letting go of negative judgments than to carefully observe each and every rule and instruction.
chunk_0684| is, if you're carrying a heavy psychological burden around with you all the time, why not simply sit| is, if you're carrying a heavy psychological burden around with you all the time, why not simply sit
chunk_0685| Letting go is not the same as getting rid of or throwing away our standards and our best practices.| Letting go is not the same as getting rid of or throwing away our standards and our best practices.
chunk_0686| our judgment. It is about letting go of our inner conflicts surrounding things. Perhaps there's a| our judgment. It is about letting go of our inner conflicts surrounding things. Perhaps there's a
chunk_0687| particular person that makes you unhappy. You try not to become unhappy around the| particular person that makes you unhappy. You try not to become unhappy around the
chunk_0688| person, but the more you try, the worse it seems to get. This person just gets under your skin and| person, but the more you try, the worse it seems to get. This person just gets under your skin and
chunk_0689| and annoys you and makes you feel terrible. How do you let go of something like that? The idea is| and annoys you and makes you feel terrible. How do you let go of something like that? The idea is
chunk_0690| accept the feelings that are within you by simply observing them. How interesting I am feeling like this.| accept the feelings that are within you by simply observing them. How interesting I am feeling like this.
chunk_0691| At this point you get a window of opportunity by being aware of the feelings in you whether| At this point you get a window of opportunity by being aware of the feelings in you whether
chunk_0692| without regretting or judging the feeling, you can decide to simply let it pass,| without regretting or judging the feeling, you can decide to simply let it pass,
chunk_0693| set it down and to move on. You don't want to keep wallowing in the anger, frustration,| set it down and to move on. You don't want to keep wallowing in the anger, frustration,
chunk_0694| and negativity. You accept that you feel the way you do and simply disconnect from your| and negativity. You accept that you feel the way you do and simply disconnect from your
chunk_0695| your oh-so-personal indulgence in the mood. Just let it be. If you're quick enough to catch the initial| your oh-so-personal indulgence in the mood. Just let it be. If you're quick enough to catch the initial
chunk_0696| reaction before you're swept along by the inevitable train of associations and thoughts, you are| reaction before you're swept along by the inevitable train of associations and thoughts, you are
chunk_0697| able to change things. These moments are opportunities for enlightenment in that brief| able to change things. These moments are opportunities for enlightenment in that brief
chunk_0698| moment if you are diligent and being aware of how things are| moment if you are diligent and being aware of how things are
chunk_0699| are connected, you are able to notice how a simple thought becomes charged with a momentary| are connected, you are able to notice how a simple thought becomes charged with a momentary
chunk_0700| energy. This is your own doing and by becoming mindful or aware of what you| energy. This is your own doing and by becoming mindful or aware of what you
chunk_0701| you are doing, you can change. Instead of wasting your valuable emotional energy on anger and frustration,| you are doing, you can change. Instead of wasting your valuable emotional energy on anger and frustration,
chunk_0702| you are able to free up all that same energy to use productively. It might well flood you with feelings of peace and insight.| you are able to free up all that same energy to use productively. It might well flood you with feelings of peace and insight.
chunk_0703| Samadhi. The idea of Samadhi is not unique to Buddhism.| Samadhi. The idea of Samadhi is not unique to Buddhism.
chunk_0704| It can be found outside Buddhism in religions such as Hinduism, Sikhism, and Jainism.| It can be found outside Buddhism in religions such as Hinduism, Sikhism, and Jainism.
chunk_0705| All these variations point to a common concept, a completely concentrated, single-pointed, kind of| All these variations point to a common concept, a completely concentrated, single-pointed, kind of
chunk_0706| of state of mind. In Buddhism, this is the eighth and final element of| of state of mind. In Buddhism, this is the eighth and final element of
chunk_0707| of the Noble Eightfold Way. Samadhi is the goal of meditation and the ultimate state| of the Noble Eightfold Way. Samadhi is the goal of meditation and the ultimate state
chunk_0708| pointed to by the Buddha. During his meditation under the Bodhi tree, he penetrated into the deepest| pointed to by the Buddha. During his meditation under the Bodhi tree, he penetrated into the deepest
chunk_0709| state of peace and tranquility, a point where the intellectual mind no longer interferes| state of peace and tranquility, a point where the intellectual mind no longer interferes
chunk_0710| with direct awareness. In our normal day-to-day lives, we go through various mental states.| with direct awareness. In our normal day-to-day lives, we go through various mental states.
chunk_0711| Ranging from deep dreamless sleep and climbing the ladder of awareness, we reach states of mind where we are completely absorbed in higher intellectual| Ranging from deep dreamless sleep and climbing the ladder of awareness, we reach states of mind where we are completely absorbed in higher intellectual
chunk_0712| Most of us don't question these states of mind and are not aware that the range of mental states extend beyond our control.| Most of us don't question these states of mind and are not aware that the range of mental states extend beyond our control.
chunk_0713| far beyond what we are used to. During deep meditation, it is possible to transcend our normal state of mind.| far beyond what we are used to. During deep meditation, it is possible to transcend our normal state of mind.
chunk_0714| and become completely absorbed inwardly. This gives rise to completely new experiences.| and become completely absorbed inwardly. This gives rise to completely new experiences.
chunk_0715| As human beings, we are formed in a certain way, and we need certain basic things in order to live.| As human beings, we are formed in a certain way, and we need certain basic things in order to live.
chunk_0716| we think of water, food, and air as the basic nutrients to survive, but there is more. The mind needs a kind of food too.| we think of water, food, and air as the basic nutrients to survive, but there is more. The mind needs a kind of food too.
chunk_0717| Without constant stimulation from sense impressions, the mind can become deranged.| Without constant stimulation from sense impressions, the mind can become deranged.
chunk_0718| Scientific experiments where people spend time in black rooms were all sensitive| Scientific experiments where people spend time in black rooms were all sensitive
chunk_0719| is inhibited, there are no sights, sounds, smells, or any other sense objects having| is inhibited, there are no sights, sounds, smells, or any other sense objects having
chunk_0720| confirmed that after a certain amount of time, a kind of paranoia sets in. Our minds| confirmed that after a certain amount of time, a kind of paranoia sets in. Our minds
chunk_0721| need to constantly digest sensory input. With meditation, the beam of attention is turned inward, and instead of leading to| need to constantly digest sensory input. With meditation, the beam of attention is turned inward, and instead of leading to
chunk_0722| abnormal mental states, anxiety, or paranoia. It leads to the opposite, tranquil| abnormal mental states, anxiety, or paranoia. It leads to the opposite, tranquil
chunk_0723| balance of the mind. During Samadhi, the mind is completely centered, unified, and| balance of the mind. During Samadhi, the mind is completely centered, unified, and
chunk_0724| harmonious. There is no more inner division. The whole being, all attention, and all aspects| harmonious. There is no more inner division. The whole being, all attention, and all aspects
chunk_0725| of the mind are unified into a single wholesome activity aimed at raising the level of consciousness| of the mind are unified into a single wholesome activity aimed at raising the level of consciousness
chunk_0726| to a pure state. It is sometimes compared to a lake with a perfectly| to a pure state. It is sometimes compared to a lake with a perfectly
chunk_0727| calm, reflective surface rather than one that is disturbed by the motion of waves on the surface.| calm, reflective surface rather than one that is disturbed by the motion of waves on the surface.
chunk_0728| To reach a state of such utter absorption takes time and practice. Some of us are more skilled than others.| To reach a state of such utter absorption takes time and practice. Some of us are more skilled than others.
chunk_0729| meditation, but a little experimentation into it will show you just how tricky our minds can be.| meditation, but a little experimentation into it will show you just how tricky our minds can be.
chunk_0730| No sooner have we sat down in meditation than the mind starts to throw up all kinds of| No sooner have we sat down in meditation than the mind starts to throw up all kinds of
chunk_0731| We begin thinking about our bodies or things we need to do. We become restless, bored, or tired.| We begin thinking about our bodies or things we need to do. We become restless, bored, or tired.
chunk_0732| The Buddha explained a series of stages that one passes through on the path to| The Buddha explained a series of stages that one passes through on the path to
chunk_0733| samadhi. Initially, meditation leads to a deep, relaxed kind of peace. But this is| samadhi. Initially, meditation leads to a deep, relaxed kind of peace. But this is
chunk_0734| not the end, merely the beginning. There are various jhanas, or stepping stones, along| not the end, merely the beginning. There are various jhanas, or stepping stones, along
chunk_0735| along the way. Buddhist literature goes into great detail about each stage, showing how each| along the way. Buddhist literature goes into great detail about each stage, showing how each
chunk_0736| progresses towards the ultimate goal. Meditation is a perfectly natural thing. Many people enter a kind of meditation| progresses towards the ultimate goal. Meditation is a perfectly natural thing. Many people enter a kind of meditation
chunk_0737| involved in activities such as creating or painting or running a race.| involved in activities such as creating or painting or running a race.
chunk_0738| All thought comes to a single point, accomplishing the task at hand. The difference is that these activities are directed| All thought comes to a single point, accomplishing the task at hand. The difference is that these activities are directed
chunk_0739| outward toward regular mundane activities.| outward toward regular mundane activities.
chunk_0740| When the same intense concentration is focused inwardly, the results are very different. Deda Rashi, a Zen master,| When the same intense concentration is focused inwardly, the results are very different. Deda Rashi, a Zen master,
chunk_0741| the experience as follows. In absolute Samadhi, in complete falling away of| the experience as follows. In absolute Samadhi, in complete falling away of
chunk_0742| body and mind, there is no reflection and no recollection. In a sense, there is no experience, because| body and mind, there is no reflection and no recollection. In a sense, there is no experience, because
chunk_0743| there is a complete merging of subject and object, or a perfect recognition of already existing non-separation.| there is a complete merging of subject and object, or a perfect recognition of already existing non-separation.
chunk_0744| There is no way of describing what is or was going on. This is the problem that teachers of meditation face| There is no way of describing what is or was going on. This is the problem that teachers of meditation face
chunk_0745| when trying to describe the ultimate goal. The experience goes far beyond words and needs to be experienced to be understood.| when trying to describe the ultimate goal. The experience goes far beyond words and needs to be experienced to be understood.
chunk_0746| A skillful guide will show you the way, but the rest is up to you. There are many forms of meditation, including different| A skillful guide will show you the way, but the rest is up to you. There are many forms of meditation, including different
chunk_0747| different objects to focus on, chanting, mantras, and breath and body techniques. These are all different pathways that lead,| different objects to focus on, chanting, mantras, and breath and body techniques. These are all different pathways that lead,
chunk_0748| way or another to the same eventual place. Samadhi. What you think you become.| way or another to the same eventual place. Samadhi. What you think you become.
chunk_0749| Buddha. Nirvana. Nirvana is not the blowing out of| Buddha. Nirvana. Nirvana is not the blowing out of
chunk_0750| the candle. It is the extinguishing of the flame because day has come.| the candle. It is the extinguishing of the flame because day has come.
chunk_0751| Rabindranath Tagore. What is Nirvana? Is it like heaven? Is it an actual place?| Rabindranath Tagore. What is Nirvana? Is it like heaven? Is it an actual place?
chunk_0752| Nirvana means to extinguish. In Sanskrit, it is spelled nibbana.| Nirvana means to extinguish. In Sanskrit, it is spelled nibbana.
chunk_0753| It could be used in the sense of extinguishing a flame or a fire. What is being extinguished in the Buddhist| It could be used in the sense of extinguishing a flame or a fire. What is being extinguished in the Buddhist
chunk_0754| sense is anxiety, fear, restlessness, and struggle.| sense is anxiety, fear, restlessness, and struggle.
chunk_0755| It has nothing to do with heaven, although the experience itself is heavenly.| It has nothing to do with heaven, although the experience itself is heavenly.
chunk_0756| The Dalai Lama defined nirvana as state beyond sorrows or a state of freedom from suffering.| The Dalai Lama defined nirvana as state beyond sorrows or a state of freedom from suffering.
chunk_0757| existence. Some Westerners have the mistaken idea that nirvana is a kind of neoliberalism,| existence. Some Westerners have the mistaken idea that nirvana is a kind of neoliberalism,
chunk_0758| or extinguishing of the self. This isn't exactly right. In fact, it is very difficult to explain exactly| or extinguishing of the self. This isn't exactly right. In fact, it is very difficult to explain exactly
chunk_0759| what nirvana is using words. Nirvana is a particular state of mind. It isn't an actual| what nirvana is using words. Nirvana is a particular state of mind. It isn't an actual
chunk_0760| physical place at all, and it isn't death or extinguishing the self. The Buddha himself said that anything we| physical place at all, and it isn't death or extinguishing the self. The Buddha himself said that anything we
chunk_0761| might say or imagine about nirvana will be wrong. The only way to know it is to experience it for| might say or imagine about nirvana will be wrong. The only way to know it is to experience it for
chunk_0762| or yourself. Nirvana is beyond space, time, and definition.| or yourself. Nirvana is beyond space, time, and definition.
chunk_0763| Whereas Buddhism is an extremely practical and logical way of thought, when it comes to| Whereas Buddhism is an extremely practical and logical way of thought, when it comes to
chunk_0764| states of mind, logic begins to break down. The Buddha said, the whole world is| states of mind, logic begins to break down. The Buddha said, the whole world is
chunk_0765| and flames. By what fire is it kindled? By the fire of lust, hatred, and| and flames. By what fire is it kindled? By the fire of lust, hatred, and
chunk_0766| delusion, by the fire of birth, old age, death, sorrow, lamentation, pain, grief, despair,| delusion, by the fire of birth, old age, death, sorrow, lamentation, pain, grief, despair,
chunk_0767| is kindled. This is the fire which is extinguished upon Rishi Nirvana. But how do we know that it exists?| is kindled. This is the fire which is extinguished upon Rishi Nirvana. But how do we know that it exists?
chunk_0768| Isn't this all just wishful thinking? I have never personally encountered something like nirvana before.| Isn't this all just wishful thinking? I have never personally encountered something like nirvana before.
chunk_0769| How can I know there is such a thing? This brings to mind the story of the fish| How can I know there is such a thing? This brings to mind the story of the fish
chunk_0770| and the turtle. A fish spent all its days swimming in the ocean doing what fish normally do. One day| and the turtle. A fish spent all its days swimming in the ocean doing what fish normally do. One day
chunk_0771| Eventually the fish encountered a strange creature, the turtle. Fascinated by the turtle's weirdness.| Eventually the fish encountered a strange creature, the turtle. Fascinated by the turtle's weirdness.
chunk_0772| The fish struck up a conversation with the turtle. One thing led to another, and the turtle started speaking about dry land.| The fish struck up a conversation with the turtle. One thing led to another, and the turtle started speaking about dry land.
chunk_0773| The fish wanted to know what this dry land was all about, never having come across| The fish wanted to know what this dry land was all about, never having come across
chunk_0774| anything like it in all its life. The fish inquired, is it wet? To which the turtle of course replied,| anything like it in all its life. The fish inquired, is it wet? To which the turtle of course replied,
chunk_0775| responded, no. The fish asked more and more questions about dry land. Is it soft? Is it| responded, no. The fish asked more and more questions about dry land. Is it soft? Is it
chunk_0776| Does it have bubbles? Is it salty? Does the light shine through it? And so on and so on.| Does it have bubbles? Is it salty? Does the light shine through it? And so on and so on.
chunk_0777| The turtle could not answer any of these questions very intelligently, since the fish had nothing to use as a frame of reference.| The turtle could not answer any of these questions very intelligently, since the fish had nothing to use as a frame of reference.
chunk_0778| At the end of it all, this fish concluded that either dry land did not exist, or| At the end of it all, this fish concluded that either dry land did not exist, or
chunk_0779| that it was nothing. The turtle replied that the fish should think whatever it wanted to, and proceeded to make another excursion to the| that it was nothing. The turtle replied that the fish should think whatever it wanted to, and proceeded to make another excursion to the
chunk_0780| nothing that did not exist. It is the same with the mind.| nothing that did not exist. It is the same with the mind.
chunk_0781| A person who has experienced an altered or elevated state of mind will find it extremely difficult to explain it to someone| A person who has experienced an altered or elevated state of mind will find it extremely difficult to explain it to someone
chunk_0782| who has never experienced it for himself. In the same way,| who has never experienced it for himself. In the same way,
chunk_0783| to a person who has experienced it, words are quite unnecessary. The experience speaks for itself.| to a person who has experienced it, words are quite unnecessary. The experience speaks for itself.
chunk_0784| main thrust of Buddha's teachings is, come and see for yourself.| main thrust of Buddha's teachings is, come and see for yourself.
chunk_0785| Nirvana cannot be explained, only experienced. At some point in the meditative experience,| Nirvana cannot be explained, only experienced. At some point in the meditative experience,
chunk_0786| logic breaks down. People with an artistic dreamy flair are quite comfortable with this fact, while those with more practical logical minds find it| logic breaks down. People with an artistic dreamy flair are quite comfortable with this fact, while those with more practical logical minds find it
chunk_0787| it hard to appreciate. How can you know something without understanding how you know it? How can knowledge just appear?| it hard to appreciate. How can you know something without understanding how you know it? How can knowledge just appear?
chunk_0788| appear. The Buddha pointed out time and again that speculation| appear. The Buddha pointed out time and again that speculation
chunk_0789| on what nirvana actually is will be quite useless. He could only show the way and invite others| on what nirvana actually is will be quite useless. He could only show the way and invite others
chunk_0790| to see for themselves. If you have ever had an unexplainable sensation,| to see for themselves. If you have ever had an unexplainable sensation,
chunk_0791| and just knew something that was impossible to know, you will have had a glimpse of what we are discussing.| and just knew something that was impossible to know, you will have had a glimpse of what we are discussing.
chunk_0792| If you have ever been filled with joy and appreciation without knowing why, you've had a taste of Nirvana.| If you have ever been filled with joy and appreciation without knowing why, you've had a taste of Nirvana.
chunk_0793| The Buddha pointed out that it is possible to make this state of mind a permanent thing.| The Buddha pointed out that it is possible to make this state of mind a permanent thing.
chunk_0794| Incarnation. Greater in battle than man who would conquer a thousand thousand men is he who would| Incarnation. Greater in battle than man who would conquer a thousand thousand men is he who would
chunk_0795| conquer just one, himself. Better to conquer yourself than others.| conquer just one, himself. Better to conquer yourself than others.
chunk_0796| When you've trained yourself living in constant self-control, neither a deva, a gandaba, nor a| When you've trained yourself living in constant self-control, neither a deva, a gandaba, nor a
chunk_0797| Bandit with Brahmas could turn that triumph back into defeat.| Bandit with Brahmas could turn that triumph back into defeat.
chunk_0798| Buddha. One of the most interesting notions in Buddhist thought is the idea of rebirth or| Buddha. One of the most interesting notions in Buddhist thought is the idea of rebirth or
chunk_0799| reincarnation. This is a bone of contention amongst people with different religious or philosophical| reincarnation. This is a bone of contention amongst people with different religious or philosophical
chunk_0800| views. Atheists will simply point out that there is no evidence to support the idea of any kind of afterlife| views. Atheists will simply point out that there is no evidence to support the idea of any kind of afterlife
chunk_0801| life whatsoever. Hindus will likely say that reincarnation is a fact.| life whatsoever. Hindus will likely say that reincarnation is a fact.
chunk_0802| Christians believe in an eternal soul which lives again after this life. The best way to approach the| Christians believe in an eternal soul which lives again after this life. The best way to approach the
chunk_0803| is by using common sense, and without asking you to believe in anything at all, you cannot verify for yourself.| is by using common sense, and without asking you to believe in anything at all, you cannot verify for yourself.
chunk_0804| The ultimate truth must satisfy the natural laws of science, which, to be honest, are still not completely understood.| The ultimate truth must satisfy the natural laws of science, which, to be honest, are still not completely understood.
chunk_0805| as well as the intuitive knowledge in our hearts and minds. Our ideas about death and the afterlife are woven together with our understanding| as well as the intuitive knowledge in our hearts and minds. Our ideas about death and the afterlife are woven together with our understanding
chunk_0806| of what life is. To most of us, this is a division of knowledge that is steeped in mystery. Since we cannot| of what life is. To most of us, this is a division of knowledge that is steeped in mystery. Since we cannot
chunk_0807| directly know what happens after death, the whole subject is open to question. Many religions have different concepts and ways of explaining this inevitable| directly know what happens after death, the whole subject is open to question. Many religions have different concepts and ways of explaining this inevitable
chunk_0808| happening. Some claim the existence of an eternal soul| happening. Some claim the existence of an eternal soul
chunk_0809| others do not. Some say that we are reborn into countless lives as different creatures, animals, and people.| others do not. Some say that we are reborn into countless lives as different creatures, animals, and people.
chunk_0810| What is the Buddhist view? The Buddhist writings, the accounts of the enlightenment of the Buddha under the Bodhi tree,| What is the Buddhist view? The Buddhist writings, the accounts of the enlightenment of the Buddha under the Bodhi tree,
chunk_0811| show that he gained insight or memories of previous lives during the| show that he gained insight or memories of previous lives during the
chunk_0812| this unique experience. He clearly stated that this was to be his final incarnation| this unique experience. He clearly stated that this was to be his final incarnation
chunk_0813| in a physical body, and that after his death he would not return to earth again in a human form.| in a physical body, and that after his death he would not return to earth again in a human form.
chunk_0814| followers of the Buddha were likewise quoted as having a limited knowledge of their previous lives.| followers of the Buddha were likewise quoted as having a limited knowledge of their previous lives.
chunk_0815| In certain branches of Buddhism, these teachings are emphasized more than in others. In Zen Buddhism,| In certain branches of Buddhism, these teachings are emphasized more than in others. In Zen Buddhism,
chunk_0816| for example, the issue of after life is seen as quite unimportant. What matters is the here and now, each moment| for example, the issue of after life is seen as quite unimportant. What matters is the here and now, each moment
chunk_0817| and the present holds the secret to life. Life is meaningless without death. Death is meaningless without life.| and the present holds the secret to life. Life is meaningless without death. Death is meaningless without life.
chunk_0818| life. The two complement each other as natural polar opposites. The one cannot| life. The two complement each other as natural polar opposites. The one cannot
chunk_0819| be understood without the other. As Blaise Pascal said, it is a disease naturally| be understood without the other. As Blaise Pascal said, it is a disease naturally
chunk_0820| to man to believe he possesses the truth. The Buddha considered knowledge about vague| to man to believe he possesses the truth. The Buddha considered knowledge about vague
chunk_0821| metaphorical concepts far less important than knowledge leading to liberation from our own self-created suffering.| metaphorical concepts far less important than knowledge leading to liberation from our own self-created suffering.
chunk_0822| This is why the great majority of the original Buddhist knowledge core is about the cause of suffering and the past.| This is why the great majority of the original Buddhist knowledge core is about the cause of suffering and the past.
chunk_0823| to relief. A great many people from a great many backgrounds have provided the truth about life| to relief. A great many people from a great many backgrounds have provided the truth about life
chunk_0824| after death. Buddhists believe that each truth has its relative merits and failings. All| after death. Buddhists believe that each truth has its relative merits and failings. All
chunk_0825| all truth is relative. You might argue that scientific fact or truth is never relative, however, this| all truth is relative. You might argue that scientific fact or truth is never relative, however, this
chunk_0826| The laws of physics operate with certain limits of energy, temperature, and time.| The laws of physics operate with certain limits of energy, temperature, and time.
chunk_0827| Scientists are still struggling to find the universal laws that unify Newton's laws of gravity with the realms of the subatomic.| Scientists are still struggling to find the universal laws that unify Newton's laws of gravity with the realms of the subatomic.
chunk_0828| Much is yet to be discovered. The point is that certain kinds of knowledge are not easily grasped by means of intellectual| Much is yet to be discovered. The point is that certain kinds of knowledge are not easily grasped by means of intellectual
chunk_0829| mind alone. A certain intuitive genius is required to snap the more subtle laws of existence, whether scientific or not.| mind alone. A certain intuitive genius is required to snap the more subtle laws of existence, whether scientific or not.
chunk_0830| not. Our state of mind influences our thinking capability, and in rare moments of insight, the greatest thinkers are the ones who can do it.| not. Our state of mind influences our thinking capability, and in rare moments of insight, the greatest thinkers are the ones who can do it.
chunk_0831| come up with the greatest theories about the truth. At other times we are merely digesting words| come up with the greatest theories about the truth. At other times we are merely digesting words
chunk_0832| and facts, trying to make sense of something that doesn't always make sense. This is why Buddha recommended pushing| and facts, trying to make sense of something that doesn't always make sense. This is why Buddha recommended pushing
chunk_0833| the limits of the mind by means of meditation. He didn't recommend spending hours musing over books that others had written, or| the limits of the mind by means of meditation. He didn't recommend spending hours musing over books that others had written, or
chunk_0834| or sitting at the feet of another to gain a few crumbs of knowledge, but argued that each of us is able| or sitting at the feet of another to gain a few crumbs of knowledge, but argued that each of us is able
chunk_0835| to approach the ultimate reality by looking within with the right concentration and the right state of mind.| to approach the ultimate reality by looking within with the right concentration and the right state of mind.
chunk_0836| knowledge, all facts, all theories have to be processed and understood by| knowledge, all facts, all theories have to be processed and understood by
chunk_0837| the same tool, our minds. Our minds are subjective things and they work by making connections between| the same tool, our minds. Our minds are subjective things and they work by making connections between
chunk_0838| various bits of the truth. The clever intellectual part of our minds can put a| various bits of the truth. The clever intellectual part of our minds can put a
chunk_0839| into the form of words and use these words as bridges, connecting structures to| into the form of words and use these words as bridges, connecting structures to
chunk_0840| share what we have thought, experienced, and discovered with other minds. But each mind| share what we have thought, experienced, and discovered with other minds. But each mind
chunk_0841| is trapped in its own subjective world and makes sense of these words in its own particular.| is trapped in its own subjective world and makes sense of these words in its own particular.
chunk_0842| way. The Buddha knew this, and therefore he recommended finding out the truth of| way. The Buddha knew this, and therefore he recommended finding out the truth of
chunk_0843| about life on your own. Painful as it is, it is the only foolproof method.| about life on your own. Painful as it is, it is the only foolproof method.
chunk_0844| By accepting the teachings of another person in faith, without questioning, you are denying yourself the opportunity| By accepting the teachings of another person in faith, without questioning, you are denying yourself the opportunity
chunk_0845| to know yourself. These are valid arguments both for and against the teaching of reincarnation.| to know yourself. These are valid arguments both for and against the teaching of reincarnation.
chunk_0846| If we have lived before, why do we not remember? Most of us don't remember much at all beyond our formative years.| If we have lived before, why do we not remember? Most of us don't remember much at all beyond our formative years.
chunk_0847| On the other hand, how does one explain the fact that some people have knowledge about events, people, and things| On the other hand, how does one explain the fact that some people have knowledge about events, people, and things
chunk_0848| that are simply not logical. Child prodigies who speak multiple languages or have other abilities| that are simply not logical. Child prodigies who speak multiple languages or have other abilities
chunk_0849| that they have never been exposed to are phenomena that have no logical explanations and point to some| that they have never been exposed to are phenomena that have no logical explanations and point to some
chunk_0850| form of reincarnation as the only thing that makes sense. Some characteristics of people may be explained by means| form of reincarnation as the only thing that makes sense. Some characteristics of people may be explained by means
chunk_0851| of genetic information. Things like skin color and eye color are obviously not dependent on reincarnation, but| of genetic information. Things like skin color and eye color are obviously not dependent on reincarnation, but
chunk_0852| But how does one explain some of the following items of pure science? Why does there continue| But how does one explain some of the following items of pure science? Why does there continue
chunk_0853| in the world if we are always evolving? Why is there inequality? Why do identical twins develop| in the world if we are always evolving? Why is there inequality? Why do identical twins develop
chunk_0854| different characteristics when their DNA is virtually identical and their upbringing is the| different characteristics when their DNA is virtually identical and their upbringing is the
